document	label
환경권은 건강한 환경에서 살 권리를 말한다. 유엔은 1972년 스웨덴 스톡홀름 에서 유엔인간환경회의를 열고 「인간환경선언」을 채택하였다. 이 선언은 자연환 경이 생명권을 포함해 기본적인 인권 향유에 핵심적이라는 점을 강조하였고, 각국 에서 환경권에 관한 본격적 논의와 입법을 촉발시켰다. 1976년 포르투갈이 세계 최초로 “건강하고 생태적으로 균형적인 인간환경에 대한 권리”를 「헌법」 상의 권리로 확립하였고, 현재는 환경에 대한 권리를 헌법화한 국가들이 100개국이 넘는다.	0
한국에서는 환경권이 1980년 제8차 개헌 때 「헌법」에 도입되었고, 이후 1987 년 9차 개헌에서 환경권 조항을 좀 더 구체화하였다. 「헌법」 제35조는 “건강하고 쾌적한 환경에서 생활할 권리를 가지며 국가와 국민은 환경보전을 위해 노력해야 한다.”라고 규정하고 있다. 헌법재판소는 환경권을 국민이 국가에 대하여 건강하고 쾌적한 환경을 향유할 수 있는 자유를 침해당하지 않을 권리를 행사할 수 있고, 일정한 경우에는 국가에 대하여 건강하고 쾌적한 환경에서 생활할 수 있도록 요구할 수 있는 권리로 보았다 (헌재 2008.07.31. 2006헌마711) . 현행 「헌법」 제35조 환경권의 보호대상인 ‘환경’이 무엇을 의미하는지와 관련해, 자연환경만을 의미한다는 견해와 문화적·사회적 환경까지도 포함한다는 견해가 존재한다.	0
문화권은 물질적인 측면에서 인간다운 생활을 할 권리를 뛰어넘어 문화적 측면에서 인간다운 생활을 누릴 권리라고 정의할 수 있다. 「세계인권선언」은 제27조 에서 “모든 인간은 자유롭게 공동체의 문화생활에 참여하고 예술을 감상하며 과학의 진전과 혜택을 나눠 가질 권리를 갖는다.”라고 선언하였고, 「사회권규약」도 문화생활에 참여할 권리와 과학의 진보 및 응용으로부터 이익을 향유할 권리를 규정 하였다.	0
문화에 대한 국가의 포괄적 지배의 시대를 마감한 프랑스혁명 이래 전개된 자유주의적 사상의 발전에 따라 문화의 자율성 시대를 맞이하게 되었으나, 문화의 경제적 종속성, 문화적 불평등이 심화한 가운데, 문화권은 국가의 적극적인 여건 조성과 문화적 생활에 참여할 기회의 보장을 요구한다. 즉, 모든 사람들이 그들의 인격을 최대한 발전시키고, 조화로운 삶 그리고 사회적 진보를 위해서 자유롭게 표현하고, 의사소통하며, 창조적인 활동에 참여하도록 기회를 보장하여야 한다. 그러나 국가는 원칙적으로 문화의 내용적 측면이 아니라, 목적과 방법상의 한계 내에서 개입하여야 한다. 또한 개입은 문화의 조성·육성·진흥하고 지원하는 차원에서 이루어져야 하며, 직접적 규제는 최소한에 그쳐야 한다.	0
인간다운 생활을 할 권리 또는 적절한 생활수준에 대한 권리는 일반적으로 사회권으로 분류되는 권리 일반을 의미하기도 하고, 사회권의 다른 권리와 연결되면 서도 독립적인 권리를 의미하기도 한다. 전자의 경우, 인간다운 생활을 할 권리 (적절한 생활수준에 대한 권리) 는 인간다운 삶에 필수적인 요소들, 즉 노동, 식량, 주택, 교육, 의료 및 기타 사회서비스와 사회적 위험으로 인한 소득상실 상황에서의 사회보장 등전반에 대한 권리를 통칭하는 용어로 사용된다, 후자의 경우에는, 인간존엄을 유지하는 데 적합한 생활수준에 대한 권리를 의미하는 것이다.	0
「대한민국헌법」은 제34조 제1항에서 “인간다운 생활을 할 권리” 를 명문으로 보장하고 있고, 입법부와 행정부는 “국민소득, 국가의 재정능력과 정책 등을 고려하여 가능한 범위 안에서 최대한으로 모든 국민이 물질적인 최저생활을 넘어서 인간의 존엄성에 맞는 건강하고 문화적인 생활을 누릴 수 있도록 하여야 한다.” (헌재1997.5.29. 94헌마33 결정) .	0
인간다운 생활을 할 권리는 빈곤 상황에 놓인 사람들의 인권 문제와 매우 긴밀히 연결되어 있다. 주요 이슈는 국가가 취한 조치, 이를테면 「국민기초생활보장 법」에 따른 생계급여, 의료급여, 주거급여, 교육급여, 기초연금법에 따른 기초연 금의 급여수준이 인간다운 생활을 보장하는 데 충분한지 여부, 생활고로 위기상태에 있는 사람들이 수급자격기준의 불합리함 또는 지나친 엄격함으로 인해 기초생 활을 보장받지 못한 채 방치되지는 않는지, 이주노동자, 결혼이주민, 난민 또는 난민신청인 등 우리 사회의 구성원으로 살아가는 사람들이 국적으로 인한 차별 없이 인간다운 생활을 할 권리를 제대로 보장받는지 등이다. 	0
1946년 채택된 세계보건기구 (WHO) 헌장은 “도달 가능한 최상의 건강 수준을 향유하는 것은 인종, 종교, 정치적 신념, 경제적 혹은 사회적 조건에 따른 차별 없이 인간이 누려야 할 기본권의 하나”라고 천명하였다. 「사회권규약」 제12조는 “모든 사람이 도달 가능한 최고수준의 신체적·정신적 건강을 향유할 권리”를 확인하 며, 이러한 권리의 실현을 위해 “사산율과 유아사망률의 감소 및 어린이의 건강한 발육, 환경 및 산업위생의 모든 부문의 개선, 전염병, 풍토병, 직업병 및 기타 질병의 예방, 치료 및 통제, 질병 발생시 모든 사람에게 의료와 간호를 확보할 여건의 조성” 등 건강권 실현을 위한 조치를 취할 것을 국가의 의무로 규정하였다.	0
「대한민국헌법」 제36조 제3항은 “모든 국민은 보건에 관하여 국가의 보호를 받는다.”라고 규정하여 보건권을 명문으로 규정하고 있다. 보건이란 건강을 지키고 유지하는 일을 의미한다. 종래 개인의 건강을 지키고, 또 건강에 대한 침해가 있을 경우에 이를 회복시키는 것은 당사자의 사적인 과제로 인식되는 것이 일반적이었다. 건강에 대한 보호가 국가의 법적 과제로 인식된 것은 사회국가원리의 도입 내지 사회적 기본권의 대두를 통해서이며, 이를 최초로 명문화한 것은 「바이마르 헌법」이다. 이후 건강권은 국가의 사회적 과제에 대한 인식의 보편화와 더불어 세계 각국의 「헌법」으로 확산되었으며, 한국의 「헌법」도 「제헌헌법」 제20조에서 규정된 이래 현행 「헌법」에 이르기까지 보건의 권리가 기본권으로서 보장되고 있다.	0
사회보장이란 산업사회에서 사회의 구성원이 경험할 수 있는 다양한 위험에 대비하여 적절한 생활을 영위할 수 있도록 제도와 여건을 조성하는 것을 뜻한다. 「세계인권선언」 제25조 제1항은 모든 사람은 의식주, 의료 및 필요한 사회복지를 포함하여 적합한 생활수준을 누릴 권리와 실업, 질병, 장애, 배우자 사망, 노령 또는 그 밖에 자신이 통제할 수 없는 상황으로 인해 생계를 유지할 수 없을 때 보장을 받을 권리를 갖는다고 천명하였다. 「사회권규약」 제9조는 모든 사람은 사회보험을 포함한 사회보장을 받을 권리를 가짐을 확인하고 있다.	0
한국의 「사회보장기본법」은 “사회보장 관계 법령에서 정하는 바에 따라 사회 보장 급여를 받을 권리”를 규정하고 있다. 이 법에 따르면, 사회보장은 “출산, 양육, 실업, 노령, 장애, 질병, 빈곤 및 사망 등의 사회적 위험으로부터 모든 국민을 보호하고 국민 삶의 질을 향상시키는 데 필요한 소득·서비스를 보장하는 사회보 험, 공공 부조, 사회서비스”를 뜻한다. 사회보험은 노동자·사용자·정부에 의한 기여금으로 적립금을 마련해 뜻하지 않은 위험이나 소득 중단시에 생활을 보장하도록 대비하는 제도이다. 공공부조는 “생활 유지 능력이 없거나 생활이 어려운 국민의 최저생활을 보장하고 자립을 지원하는” 제도이다. 「국민기초생활보장법」은 과거 생활보호법을 계승한 법으로 공공부조를 규정한 법률이다.	0
주거권은 인간다운 생활을 영위하는 데 있어 핵심적 요소 중 하나이다. 「세계 인권선언」 제25조와 「사회권규약」 제11조는 모두 적절한 생활수준을 누릴 권리의 주요 요소 중 하나로 주거권을 명시적으로 포함함으로써 주거권을 보편적인 인권 으로 규정하고 있다. 주거권은 단순히 지붕이 있는 공간이 아니라, ‘합리적인 비용 으로 적절한 사생활, 적절한 공간, 적절한 안전, 적절한 조명과 통풍, 적절한 기본적 인프라, 직장과 기본시설 이용에 대한 적절한 위치가 모두 보장’되어야 함을 의미한다 (유엔 사회권위원회 일반논평 제4호) . 또한, 주거권에서 핵심적인 요소중 하나는 점유의 법적 보장으로, 점유의 형태가 임대이든 자가이든 사람들이 강제퇴거의 위협 없이 평화롭고 안정적으로 주거생활을 누릴 수 있도록 하는 것이 필수적이다.	0
한국은 2015년 「주거기본법」을 제정하면서 “국민은 관계법령 및 조례로 정하는 바에 따라 물리적·사회적 위험으로부터 벗어나 쾌적하고 안정적인 주거환경에서 인간다운 주거생활을 할 권리를 갖는다.”라고 명시하고 있으며 권리로서의 주거를 확인하고 있다. 그러나 주거권, 특히 주거취약계층의 주거권 실현에는 해결 해야 할 과제들이 많다. 2018년도 한국을 방문한 유엔 주거권 특별보고관은 △임대차 관련 제도를 보완하여 주거 (점유) 안정성을 확보하고, △고시원·쪽방 등 비주택 거주자, 홈리스에 대한 주거 대책을 마련하고, △주거급여의 보장성을 확보하는 등 국제인권기준에 부합하게 주거권을 보장하기 위한 정책 및 조치를 취할 것을 권고하였다. 	0
노동3권은 자본주의 사회에서 생산수단을 보유하지 못한 경제적 약자인 노동 자들이 자신들의 노동조건의 향상과 인간다운 생활을 확보하기 위하여 자유로이 단결하고, 단결체를 통하여 사용자와 교섭하며, 단체행동을 할 수 있는 단결권, 단체교섭권 및 단체행동권을 총칭하는 것이다. 노동3권의 주체에는 실업자와 외국인 (이주노동자) 도 포함된다. 	0
「헌법」 제33조는 제1항에서 “근로자는 근로조건의 향상을 위하여 자주적인 단결권·단체교섭권 및 단체행동권을 가진다.”라고 하여 노동3권을 보장하고 있고, 제2항에서는 일정한 범위의 공무원에 한하여 노동3권을 보장하고 있다. 제3 항은 주요 방위산업체종사근로자의 단체행동권을 제한하고 있다. 「헌법」 상 근로 3권의 목적에 관하여 헌법재판소는 “「헌법」이 근로자의 근로3권을 보장하는 취지 는… 노동관계 당사자가 상반된 이해관계로 말미암아 계급적 대립·적대의 관계로 나아가지 않고, 활동과정에서 서로 기능을 나누어 가진 대등한 교섭주체의 관계로 발전하게 하여 그들로 하여금 때로는 대립·항쟁하고 때로는 교섭·타협의 조정과 정을 거쳐 분쟁을 평화적으로 해결하게 함으로써, 근로자의 이익과 지위의 향상을 도모하는 사회 복지국가 건설의 과제를 달성하고자 함에 있다.”라고 판시한 바 있다 (헌재 1993.3.11. 선고 92헌바33) .	0
노동은 생계의 영위와 인간의 자아실현이라는 측면에서 중요성을 갖는다. 노동의 권리는 인간이 생활에 필요한 기본적인 수요를 충족시키기 위해 일을 할 수있는 권리로서, 노동능력을 가진 사람이 일을 하려고 하여도 일할 기회를 가질 수없을 경우에 일할 기회가 제공되도록 국가의 적극적인 개입과 뒷받침이 요구되는 권리이다. 자본주의 노동시장에서 노동자들은 고용의 선택권을 가지고 있는 사용 자와 고용에 관한 정책을 입안·시행하는 국가에 대하여 사실상 종속적 지위에 있다. 노동의 권리는 사람들이 직업선택의 자유를 전제로 인간의 존엄성에 부합하는 노동 기회를 보장받을 수 있어야 함을 의미한다. 사람들이 노동을 통해 개인의 능력을 실현하고 사회에 참여하면서 인간다운 생존을 확보할 수 있도록 하기 위해, 국가는 고용보장에 관한 정책과 제도를 마련하고 시행하여야 한다. 노동의 권리는 인간의 노동력을 경제성장을 위한 수단으로만 사고하는 것으로부터 탈피할 것을 요구한다.	0
「대한민국헌법」은 제32조 제3항에서 “근로조건의 기준은 인간의 존엄성을 보장하도록 법률로 정한다.”라고 하여, 인간의 존엄성 보호에 관한 「헌법」 제10조의 포괄적 규정에도 불구하고 근로조건의 기준을 정함에 있어 인간의 존엄성 보장을 요건으로 할 것을 명시하고 있다. 이에 따라 근로계약의 기본적인 내용인 근로조 건은 계약자유의 원칙이 광범위하게 제한될 수 있는 영역이 된다. 또한, 「헌법」은 “국가는 사회적·경제적 방법으로… 적정임금의 보장에 노력하여야 하며, 법률이 정하는 바에 의하여 최저임금제를 실시하여야 한다.”라고 하여 적정임금의 보장과 최저임금제의 실시를 요구하고 있다. 「헌법」 제32조 제4항의 규정상 고용·임금 및 근로조건에서 성차별은 금지된다.	0
집회·결사의 자유란 여러 사람이 공동의 목적을 가지고 회합 또는 결합하는 자유를 말한다. 언론·출판의 자유가 개인적 자유의 성격을 가진 의사소통의 자유 라면, 집회와 결사의 자유는 집단적 형태로 행하여지는 의사소통을 헌법적으로 보장하는 것이다. 이러한 의미에서 집회·결사의 자유는 언론·출판의 자유로 나타나는 일반적인 의사소통의 자유에 대하여 특별한 형태로 나타나는 의사소통의 자유로 볼 수 있다. 집회의 자유와 결사의 자유는 이처럼 집단적 형태로 행하여지는 의사소통의 자유의 행사라는 공통점을 갖고 있으나, 그 본질과 성격에 있어 적지 않게 차이점도 나타난다. 따라서 집회의 자유과 결사의 자유는 별개의 독립된 권리로 이해된다.	0
한국의 경우, 「제헌헌법」 제13조가 “모든 국민은 법률에 의하지 아니하고는 언론·출판·집회·결사의 자유를 제한받지 아니한다.”라고 규정한 이래 집회·결사의 자유는 지속적으로 「헌법」의 일부가 되어왔다. 현행 「헌법」은 제21조에서 집회·결사의 자유를 전면적으로 인정하고, 특히 집회·결사에 대한 허가제를 금지하고 있다.	0
오늘날의 다원적 민주주의 국가질서는, 시민들이 표현한 다양한 의사를 수렴 하여 국가질서를 형성함에 있어서 다원적 결사들의 존재와 그들의 활동을 도외시 하고는 올바르게 이해될 수 없다. 그러나 한편으로 결사의 형태로 나타나는 사회적 세력들이 사회의 분열을 조장하는 등 부정적 작용을 하는 측면도 적지 않다. 그리하여 「헌법」이 결사의 자유를 규정함으로써 결사를 통한 자유로운 활동을 보장 하면서, 다른 한편으로는 결사에 의한 공익 또는 타인의 권리를 침해하는 행위를 규제하는 것도 필요한 일임을 생각해야 한다. 	0
학문의 자유란 학문적 활동에 관하여 공권력의 간섭이나 방해를 받지 아니하는 자유를 말한다. 인간은 자유로운 학문적 활동을 통해 지적으로 성숙할 수 있으 며, 사회적 발전을 이룩할 수 있다. 그런데 학문연구는 그 성질상 기존의 진리나 가치에 대하여 의문을 가지거나 비판을 가함으로써 역사발전을 지향하기 때문에 지배체로부터 박해를 받을 수 있다. 그러나 학문의 연구는 그 박해에도 불구하고 역사를 끊임없이 발전시켜온 동력이기 때문에 사회발전을 위해서는 학문연구활동을 국가 권력이나 사회세력에 의한 간섭과 탄압으로부터 보호할 필요가 있는 것이다.	0
거주·이전의 자유란 공권력의 간섭을 받지 아니하고 일시적으로 머물 체류지와 생활의 근거가 되는 거주지를 자유롭게 정하고 체류지와 거주지를 변경할 목적으로 자유롭게 이동할 수 있는 자유를 말한다. 거주·이전의 자유는 토지에 묶인 ‘농노 (農奴) ’로 상징되는 봉건시대를 탈피하고, 자본주의·시장경제를 발전시키기 위한 기초로서 1919년 독일 「바이마르 헌법」에서 최초로 규정되었다. 거주·이전의 자유는 「세계인권선언」 제13조와 「자유권규약」 제12조가 국내에서의 거주·이전의 자유와 국외에서의 거주·이전의 자유를 규정함으로써 국제인권규범으로 확립 되어 있다. 한국의 경우, 1962년 제5차 개정 「헌법」 때 도입되어 현행 「헌법」 제14 조에서 “모든 국민은 거주·이전의 자유를 가진다.”라고 거주·이전의 자유를 보장 하고 있다.	0
주거 (住居) 의 자유란 자신의 주거를 공권력이나 제3자로부터 침해당하지 아니할 권리를 말한다. 주거의 자유는 개인에게 그의 자유로운 인격의 발현을 위하여 ‘기초적 생활공간’을 보장해준다는 의미를 가진다. 즉 주거라는 독립된 사적 공간 에서 행해지는 사생활을 보호하는 것이며, 따라서 정당한 주거권자의 동의나 승낙 없이는 주거라는 공간에 대한 어떠한 형태의 간섭도 배제됨이 원칙이다.	0
「세계인권선언」은 제12조에서 “개인의 사생활, 가족, 주택, 통신에 대해 타인이 함부로 간섭해서는 안되며… 모든 사람은 이러한 간섭이나 공격에 대하여 법의 보호를 받을 권리를 가진다.”고 규정함으로써 주거의 자유를 명시하고 있고, 「자유 권규약」 제17조도 동일한 내용을 규정하고 있다. 「대한민국헌법」 제16조는 “모든 국민은 주거의 자유를 침해받지 아니한다. 주거에 대한 압수나 수색을 할 때에는 검사의 신청에 의하여 법관이 발부한 영장을 제시하여야 한다.”라고 주거의 자유를 보장하고 있다.	0
「헌법」에 규정된 대로 주거에 대한 압수나 수색을 하기 위해서는 정당한 이유와 적법절차에 의해 발부된 영장이 필요하다. 다만 현행범인을 체포하거나 긴급 구속을 할 때에는 합리적인 범위 내에서 영장 없이 주거에 대한 압수나 수색을 할수 있다.	0
「세계인권선언」 제10조는 “모든 사람은 자신의 권리, 의무 그리고 자신에 대한 형사상 혐의에 대한 결정에 있어 독립적이며 공평한 법정에서 완전히 평등하게 공정하고 공개된 재판을 받을 권리를 가진다.”라고 법 앞의 평등과 공정한 재판을 받을 권리를 규정한다. 사법제도는 사인 (私人) 또는 국가기관에 의하여 정당한 권리가 침해당할 경우 중립성과 독립성에 의해 공정성을 보장받는 법원의 심사에 의해 침해된 권리의 구제가 가능하도록 보장하는 것이며, 재판청구권은 이러한 사법제 도를 이용한 기본권의 구제를 요구하는 권리라고 할 수 있다. 개인이 권리를 침해 당했을 때 권리 침해에 대한 구제를 받아야 하는데, 권리구제의 최종적 수단이 법원의 판결이므로 공정한 재판을 받을 권리는 인권보장을 위한 전제이자 수단적 성격의 권리이며 그렇기에 더욱 중요한 권리라 할 수 있다. 「자유권규약」도 마찬가 지로 제14조 제1항에서 법 앞의 평등과 공정한 재판을 받을 권리, 공개심리를 받을 권리를 규정하면서, 제2항에서 제7항까지 변호인의 조력을 받을 권리를 포함 하여 형사피의자의 권리를 열거하고 있다.	0
「대한민국헌법」은 제27조에서 재판청구권을 보장하는데, 이는 독립된 법원에 의해 「헌법」과 법률이 정한 법관에 의하여 재판을 받을 권리이다. 재판은 법적인 분쟁을 법에 따라 해결하는 절차이다. 그러나 재판이 인권을 보호하는 수단으로서 효과적으로 기능할 수 있기 위해서는 단순히 ‘재판’을 받을 권리를 인정하는 것만 으로는 충분하지 않고, 신속하고 공정한 재판, 즉 침해된 권리를 구제하기 위해 실질적으로 도움이 되는 재판이어야 한다.	0
근대사회의 형성과정에서 재산권의 보장은 절대적인 명제였다. 개인의 독립적이고 자유로운 생활을 위한 물질적 기초로서의 재산의 보장은 매우 중요한 것이 다. 자유주의 사상과 결합하여 나타난 자본주의적 경제질서는 개인의 자유로운 경제활동 및 이와 결부되어 있는 개인의 재산권의 보장을 전제로 하였다. 근대적 기본권으로 가장 먼저 확립된 것 중의 하나인 재산권에 대한 보장은 바로 그러한 이유 때문에 초기에는 절대적 보장으로 이해되었다. 제한이 불가능하다는 의미에서 절대적 보장은 아니었지만, 적어도 재산의 자유로운 사용, 수익과 처분권으로서의 소유권을 누구나 자유롭게 취득할 수 있도록 함으로써 근대 자본주의적 경제질서가 가능하게 되었던 것이다.	0
「대한민국헌법」 제23조 제1항은 “모든 국민의 재산권은 보장된다.”라고 하는 재산권에 대한 일반적인 원칙규정을 두고 있다. 재산권 보장의 목적과 기능은 재산권 주체에게 재산에 대한 지배권, 사용권 및 처분권의 부여 및 보호를 통해서 재산권 영역에서 자유공간을 확보하고 이를 통해서 자신의 생활을 자기책임 하에 형성하는 것을 가능케 해 주는 데 있다. 그러므로 재산권의 보장은 곧 국민 개개인의 자유실현의 물질적 바탕을 의미한다고 할 수 있고, 따라서 자유와 재산권은 상호 보완관계이자 불가분의 관계에 있다고 하겠다.	0
「세계인권선언」은 제8조에서 “모든 사람은 「헌법」 또는 법률이 부여한 기본적 권리를 침해하는 행위에 대하여 권한 있는 국내 법정에서 실효성 있는 구제를 받을 권리를 가진다.”라고 구제받을 권리를 규정한다. 또한 「자유권규약」은 제2조 제3항에서 “이 규약에서 인정되는 권리 또는 자유를 침해당한 사람에 대하여, 그러한 침해가 공무집행 중인 자에 의하여 자행된 것이라 할지라도 효과적인 구제조치를 받도록 확보할 것”이라고 각 나라가 효과적인 구제조치를 마련할 것을 조약상의 의무로 규정한다.	0
사법절차를 통해 권리구제를 받을 재판청구권 외에 권리구제에 관해 우리나라가 「헌법」 상 규정하고 있는 기본적 권리에 청원권, 국가배상청구권, 범죄피해자 구조 청구권, 형사보상청구권, 범죄피해자의 재판절차진술권이 있고 공권력의 위헌 여부를 헌법재판소에서 판단하도록 심사를 청구하는 헌법소원제도가 있다.	0
자동차, 기차, 기선, 항공기 등은 이동오염이며, 공장, 사업장, 발전소, 광산, 가정 등은 이동하지 않으므로 고정오염원이다. 이동오염원은 제각기 공해 방지설비를 해야 하지만 고정오염원은 집단화하여 공해방지 설비를 할 수 있다.	1
실내의 공기를 청정하는 것으로는 전기집진기를 주체로 활성탄 필터, 음이온 발생기, 송풍기 등으로 구성되어 있다. 기관에 빨아들인 공기를 정화하는 것으로는 스틸 울, 여과지, 글라스면 또는 폴리우레탄홈 등을 이용한 것 등이 있다.	1
공기와 연료의 사용비율을 말한다. 연료의 완전연소는 유해배출가스를 줄이므로 공해에서 공연비는 중요한 의미를 갖는다.	1
